,A,B
4775,671623,149396
4776,656189,157681
4777,663379,156097
4778,679229,81640
4779,681830,152172
4780,667179,215585
4781,680500,157953
4782,682074,108238
4783,668586,177296
4784,607280,179752
4785,683552,118463
4786,766989,210310
4787,706391,175549
4788,719865,202142
4789,677886,155892
4790,672422,131767
4791,749844,201341
4792,667974,175547
4793,681850,151037
4794,693591,139764
4795,737036,156973
4796,687759,129513
4797,684521,179726
4798,683348,177770
4799,652325,155140
4800,712504,156892
4801,720773,163609
4802,687347,148959
4803,619265,159786
4804,615920,193133
4805,667678,94631
4806,664033,142907
4807,579218,185160
4808,653925,176549
4809,685345,135449
4810,690189,111767
4811,708383,149749
4812,695473,165240
4813,676692,188493
4814,667652,126036
4815,677078,132386
4816,681996,216660
4817,635087,80051
4818,696918,197717
4819,683291,149522
4820,673440,144134
4821,701220,230734
4822,564000,181476
4823,679826,139538
4824,662924,131650
4825,687774,163459
4826,674941,149054
4827,756744,186641
4828,627932,208771
4829,652186,169245
4830,655328,164304
4831,674423,154549
4832,660252,133558
4833,684409,134153
4834,555850,102064
4835,613181,100354
4836,612291,131433
4837,657706,234370
4838,693438,196453
4839,632710,114879
4840,677057,153715
4841,746042,142810
4842,671974,153389
4843,679136,131336
4844,716715,220700
4845,671234,158409
4846,680746,200342
4847,804946,103546
4848,677056,183240
4849,638282,152111
4850,629402,76143
4851,687189,179103
4852,669681,104687
4853,714789,126250
4854,702562,166037
4855,600692,137810
4856,716480,114681
4857,738184,129882
4858,699164,82665
4859,571664,102462
4860,725816,185419
4861,681691,156967
4862,719485,226327
4863,711218,153365
4864,614856,166633
4865,681942,154761
4866,623275,159513
4867,703611,110921
4868,711761,30810
4869,644798,170932
4870,594530,135125
4871,711441,151028
4872,691734,170125
4873,680136,141621
4874,658600,145858
4875,801580,145296
4876,689683,171742
4877,683193,153585
4878,680837,151558
4879,740889,181094
4880,612778,203817
4881,717872,166783
4882,662262,140834
4883,681528,158990
4884,664522,160542
4885,633551,85041
4886,684997,142145
4887,766390,136325
4888,681368,149140
4889,681904,144500
4890,709105,133447
4891,684997,149133
4892,682796,151632
4893,699896,215918
4894,699959,252510
4895,647531,141172
4896,790379,124778
4897,698677,193999
4898,742129,270133
4899,614997,177880
4900,649678,161459
4901,601734,144339
4902,724614,138599
4903,700901,194797
4904,643840,160218
4905,633618,163883
4906,682740,86719
4907,625505,161105
4908,685117,197270
4909,766199,98597
4910,661047,153301
4911,652165,79194
4912,657801,202396
4913,664616,149256
4914,635545,112464
4915,702600,190565
4916,686639,180824
4917,631767,57013
4918,661702,137957
4919,668373,149140
4920,726918,196388
4921,667570,150571
4922,678340,157887
4923,727884,170680
4924,598444,128607
4925,639543,175797
4926,723796,62508
4927,648471,170651
4928,675239,111718
4929,634845,169936
4930,751629,124830
4931,695776,153906
4932,696541,76765
4933,681029,85739
4934,650420,126495
4935,674937,133330
4936,747500,156957
4937,741128,136045
4938,681418,124207
4939,689550,157674
4940,583560,177962
4941,681298,260543
4942,727437,153320
4943,705610,210789
4944,773813,122606
4945,696924,142544
4946,704341,80054
4947,658326,89322
4948,624872,164531
4949,684328,110806
4950,720486,163061
4951,636647,115607
4952,717636,183845
4953,668755,99020
4954,688632,233498
4955,679675,145741
4956,694249,155386
4957,596920,227343
4958,690616,104291
4959,646177,104106
4960,705536,115821
4961,724820,215936
4962,645996,145443
4963,748015,151821
4964,760914,192907
4965,691985,108366
4966,678169,135317
4967,669680,150259
4968,666026,147594
4969,755003,213005
4970,675240,149486
4971,669678,150746
4972,681505,154335
4973,689690,171661
4974,637108,97030
4975,605453,254051
4976,742536,166238
4977,658991,173695
4978,711412,107533
4979,660134,151166
4980,683307,150877
4981,590184,126021
4982,736755,200563
4983,684074,160944
4984,714990,176425
4985,694213,130114
4986,664295,133073
4987,772586,123935
4988,603939,77113
4989,683960,119495
4990,767245,217478
4991,651105,142940
4992,686589,168480
4993,673973,147000
4994,633450,201336
4995,662080,25631
4996,706472,171207
4997,659128,142611
4998,665898,98088
